timestamp,trip_id,route_id,stop_id,delay_seconds,schedule_relationship,lat,lon
2026-06-30T18:25:46+00:00,74492516,3-20789,5190,,0,50.9933,-114.083
2026-06-30T18:25:46+00:00,74492517,3-20789,5218,,0,51.038,-114.071
2026-06-30T18:25:46+00:00,74492519,3-20789,9038,,0,51.0889,-114.063
2026-06-30T18:25:46+00:00,74492614,306-20789,5211,,0,50.9796,-114.083
2026-06-30T18:25:46+00:00,74492615,306-20789,3748,,0,51.0145,-114.134
2026-06-30T18:25:46+00:00,74492625,306-20789,3393,,0,50.9566,-114.001
2026-06-30T18:25:46+00:00,74492631,306-20789,2889,,0,50.9796,-114.056
2026-06-30T18:25:46+00:00,74492635,306-20789,3744,,0,51.0402,-114.136
2026-06-30T18:25:46+00:00,74492647,1-20789,5063,,0,51.0387,-113.958
2026-06-30T18:25:46+00:00,74492648,1-20789,3887,,0,51.0432,-114.041
2026-06-30T18:25:46+00:00,74492649,1-20789,9957,,0,51.0485,-114.067
2026-06-30T18:25:46+00:00,74492650,1-20789,5010,,0,51.0525,-114.116
2026-06-30T18:25:46+00:00,74492651,1-20789,6739,,0,51.0955,-114.211
2026-06-30T18:25:46+00:00,74492689,1-20789,5029,,0,51.0899,-114.207
2026-06-30T18:25:46+00:00,74492690,1-20789,3954,,0,51.059,-114.139
2026-06-30T18:25:46+00:00,74492691,1-20789,4583,,0,51.0477,-114.069
2026-06-30T18:25:46+00:00,74492692,1-20789,9805,,0,51.0409,-114.033
2026-06-30T18:25:46+00:00,74492693,1-20789,5064,,0,51.041,-113.958
2026-06-30T18:25:46+00:00,74492749,115-20789,2600,,0,51.1679,-114.139
2026-06-30T18:25:46+00:00,74492751,115-20789,2094,,0,51.168,-114.161
2026-06-30T18:25:46+00:00,74492752,115-20789,3470,,0,51.1349,-114.234
2026-06-30T18:25:46+00:00,74492758,115-20789,2899,,0,51.1579,-114.068
2026-06-30T18:25:46+00:00,74492825,74-20789,2153,,0,51.1336,-114.236
2026-06-30T18:25:46+00:00,74492878,81-20789,5528,,0,50.9972,-114.067
2026-06-30T18:25:46+00:00,74492881,81-20789,7716,,0,51.0014,-114.068
2026-06-30T18:25:46+00:00,74492885,81-20789,4207,,0,50.9689,-114.072
2026-06-30T18:25:46+00:00,74492924,15-20789,7733,,0,51.0341,-114.071
2026-06-30T18:25:46+00:00,74492939,15-20789,5522,,0,51.0215,-114.061
2026-06-30T18:25:46+00:00,74492953,15-20789,8630,,0,50.9643,-114.078
2026-06-30T18:25:46+00:00,74493010,40-20789,2934,,0,51.0838,-114.188
2026-06-30T18:25:46+00:00,74493023,40-20789,6629,,0,51.0665,-114.129
2026-06-30T18:25:46+00:00,74493035,40-20789,3483,,0,51.1155,-114.207
2026-06-30T18:25:46+00:00,74493047,134-20789,2945,,0,51.1085,-114.268
2026-06-30T18:25:46+00:00,74493109,94-20789,8481,,0,51.0284,-114.182
